University,Latitude,Longitude,Biome,Proximity to nearest edge,Proximity to safety,Proximity to human structures,Date,Time,Clouds,Precipitation,Wind,Squirrel species,Total vigilance,Total foraging,Total Alert Feeding,Total social,Total other,Total out of sight,Notes and comments,Number of conspecifics,Direct interaction with conspecifics,Conspecifics within 15m,Notes on conspecific behavior,Number of humans present other than yourself,Direct interaction with humans,Humans within 15m ,Notes on human behavior,Number of dogs present,Direct interaction with dogs,Dogs within 15m,Notes on dog behavior,Other animals present
Gonzaga University,47.66757,-11740427.0,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Monday, August 9, 2021",2:10:00 PM,Overcast,No,None,Eastern gray squirrel (Sciurus carolinensis),0.0,1.0,0.0,0,15.0,0,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.667970000000004,-117.4037,Core college campus,> 10m,0m,Within 15 meters of sidewalks,"Tuesday, August 10, 2021",2:10:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),4.0,4.0,1.0,0,2.0,5,,0,No,,,0.0,No,Yes,standing and observing,0.0,No,No,,
Gonzaga University,47.66825,-117.40021999999999,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Wednesday, August 11, 2021",2:10:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,7.0,5.0,0,4.0,0,"Focal Animal descended a tree to dig up food, began eating but ran up tree to continue alert foraging/eating. Focal Animal became vigilant when school/church bells rang loudly. ",0,,,,3.0,No,Yes,"Walking, talking, and passing by. Squirrel was aware of their presence and shifted from foraging to alert foraging. ",0.0,"No, NA",,,
Gonzaga University,47.66769,-117.40251,Core college campus,> 10m,0m,Within 15 meters of sidewalks,"Thursday, August 12, 2021",2:11:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,5.0,3.0,0,6.0,0,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.66895,-117.40393,Core college campus,3 - 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of dirt/gravel road, Within 15 meters of paved road, Within 15 meters of buildings","Friday, August 13, 2021",2:15:00 PM,Mostly cloudy,No,Light breeze,Western gray squirrel (Sciuris griseus),3.0,13.0,0.0,0,0.0,0,,0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.66775,-117.40245,Core college campus,> 10m,0m,Within 15 meters of buildings,"Saturday, August 14, 2021",2:24:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),7.0,6.0,3.0,0,0.0,0,,1,No,No,,2.0,No,No,,0.0,No,No,,
Gonzaga,47.6681,-117.4004,Core college campus,3 - 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Sunday, August 15, 2021",2:25:00 PM,Mostly cloudy,No,Gusty,Eastern gray squirrel (Sciurus carolinensis),16.0,0.0,0.0,0,0.0,0,,0,No,No,,4.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.667590000000004,-117.40276000000001,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Monday, August 16, 2021",2:26:00 PM,Mostly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),1.0,13.0,0.0,0,2.0,0,The focal animal was in a tree for the duration of the observation. The Other category activity was climbing.,0,No,No,,2.0,No,Yes,One walked past the tree about 5 m away and one walked under the tree.,0.0,,,,
Gonzaga University,47.66799,-117.40211000000001,Core college campus,3 - 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of dirt/gravel road, Within 15 meters of paved road","Tuesday, August 17, 2021",2:30:00 PM,Overcast,No,Gusty,Eastern gray squirrel (Sciurus carolinensis),5.0,2.0,6.0,1,2.0,0,,3,Yes,Yes,"There was a brief interaction between focal animal and another squirrel, but the other squirrel ran away.",2.0,No,Yes,"2-3 humans walked nearby the tree that the focal animal was in, but there was no direct interaction.",0.0,No,No,,
Gonzaga University,47.66895,-117.40393,Core college campus,3 - 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of dirt/gravel road, Within 15 meters of paved road, Within 15 meters of buildings","Wednesday, August 18, 2021",2:30:00 PM,Overcast,No,Light breeze,Western gray squirrel (Sciuris griseus),0.0,0.0,0.0,0,16.0,0,,0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga,47.66829,-117.40484,Core college campus,0 - 3m,3 - 15m,Within 15 meters of sidewalks,"Thursday, August 19, 2021",2:30:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,9.0,2.0,0,3.0,0,,0,No,No,,1.0,No,Yes,,0.0,,,,
Gonzaga University,47.667790000000004,-117.40229,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Friday, August 20, 2021",2:30:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,7.0,4.0,2,1.0,0,,1,Yes,Yes,,0.0,,,,0.0,,,,
Gonzaga,47.66662,-117.40856000000001,Core college campus,0 - 3m,< 3m,Within 15 meters of sidewalks,"Saturday, August 21, 2021",2:32:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),8.0,5.0,0.0,0,1.0,2,,0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.668165,-117.39530800000001,Core college campus,3 - 10m,0m,Within 15 meters of buildings,"Sunday, August 22, 2021",2:32:00 PM,Overcast,No,None,Eastern gray squirrel (Sciurus carolinensis),13.0,3.0,0.0,0,0.0,0,"Sitting in tree, came down, went back up",0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.66662,-117.40856000000001,Core college campus,0 - 3m,< 3m,Within 15 meters of sidewalks,"Monday, August 23, 2021",2:32:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),8.0,5.0,0.0,0,1.0,2,,0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.668165,-117.39530800000001,Core college campus,3 - 10m,0m,Within 15 meters of buildings,"Tuesday, August 24, 2021",2:32:00 PM,Overcast,No,None,Eastern gray squirrel (Sciurus carolinensis),13.0,3.0,0.0,0,0.0,0,"Sitting in tree, came down, went back up",0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.66791,-117.40239,Core college campus,> 10m,< 3m,Within 15 meters of buildings,"Wednesday, August 25, 2021",2:35:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,3.0,0.0,0,2.0,11,Went up tree but did not come back down,1,No,Yes,,2.0,No,Yes,,0.0,,,,
Gonzaga University,47.667590000000004,-117.40273,Core college campus,> 10m,0m,Within 15 meters of sidewalks,"Thursday, August 26, 2021",2:37:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),4.0,3.0,0.0,0,8.0,0,This squirrel was very active running and climbing on tree branches.,0,,,,1.0,No,Yes,The person that came within 15 m of the squirrel rode by the tree it was in on a bicycle.,0.0,,,,
Gonzaga University,47.667759999999994,-117.40291,Core college campus,> 10m,< 3m,Within 15 meters of sidewalks,"Friday, August 27, 2021",2:41:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),4.0,8.0,2.0,0,2.0,0,,1,No,Yes,,1.0,Yes,Yes,Human feeding squirrels,0.0,,,,
Gonzaga University,47.667551,-117.403582,Core college campus,3 - 10m,< 3m,"Natural area, off trail, Within 15 meters of paved road, Within 15 meters of buildings","Saturday, August 28, 2021",2:41:00 PM,None,No,None,Eastern gray squirrel (Sciurus carolinensis),2.0,12.0,1.0,0,1.0,0,The squirrel was running around in a grassy part of campus and foraging/eating a lot.,0,No,No,N/a,0.0,No,No,N/a,0.0,No,No,N/a,N/a
Gonzaga University,47.66724,-117.40421,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Sunday, August 29, 2021",2:42:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,7.0,0.0,0,7.0,0,,0,No,No,,7.0,No,No,,0.0,No,No,,
Gonzaga University,47.66769,-117.40321000000002,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Monday, August 30, 2021",2:42:00 PM,Mostly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),11.0,5.0,0.0,0,0.0,0,"The focal animal did a lot of surveillance, and it came with in a foot of where my partner and I were sitting.",1,No,Yes,The conspecific ran by the focal animal,4.0,No,Yes,The humans just walked by the squirrel,0.0,,,,
Gonzaga,47.66724,-117.40421,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Tuesday, August 31, 2021",2:42:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,7.0,0.0,0,7.0,0,,0,No,No,,7.0,No,No,,0.0,No,No,,
Gonzaga University,47.66772,-117.40248000000001,Core college campus,3 - 10m,0m,Within 15 meters of buildings,"Wednesday, September 1, 2021",2:45:00 PM,Partly cloudy,No,None,Eastern gray squirrel (Sciurus carolinensis),5.0,7.0,0.0,0,4.0,0,,1,No,No,,0.0,No,No,,0.0,No,No,,There was another gray squirrel approximately 30 meters away but there was no interaction.
Gonzaga University,47.66839,-117.40324,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Thursday, September 2, 2021",2:45:00 PM,Mostly cloudy,Yes,None,Eastern gray squirrel (Sciurus carolinensis),0.0,3.0,0.0,0,0.0,13,Was spotted foraging then scurrying up a tree where it disappeared for the rest of the duration.,0,,,,1.0,No,Yes,One person walked by along the path.,0.0,,,,
Gonzaga,47.66826,-117.40316999999999,Core college campus,0 - 3m,< 3m,Within 15 meters of paved road,"Friday, September 3, 2021",2:45:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,8.0,3.0,0,3.0,0,,0,No,No,,1.0,No,No,,0.0,,,,
Gonzaga University,47.66771,-117.4025,Core college campus,> 10m,3 - 15m,Within 15 meters of sidewalks,"Saturday, September 4, 2021",2:48:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),7.0,4.0,1.0,1,3.0,0,The one social interaction this squirrel had was when it was chased by a near by squirrel.,2,Yes,Yes,The one direct interaction with other squirrels was chasing.,2.0,No,Yes,"While the other two people present besides my partner and myself did not have direct interaction with this squirrel, if was very curious about my partner and I. The squirrel came about 2 feet away from us multiple times. ",0.0,,,,
Gonzaga University,47.668252,-117.40323899999999,Core college campus,0 - 3m,< 3m,"Natural area, off trail, Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Sunday, September 5, 2021",2:50:00 PM,None,No,None,Eastern gray squirrel (Sciurus carolinensis),6.0,3.0,2.0,0,3.0,2,The squirrel looked at us a couple of times so it was mostly vigilant. Then it ran and climbed a tree and was out of sight.,0,No,No,N/a,0.0,No,No,N/a,0.0,No,No,N/a,N/a
Gonzaga University,47.668252,-117.40323899999999,Core college campus,0 - 3m,< 3m,"Natural area, off trail, Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Monday, September 6, 2021",2:50:00 PM,None,No,None,Eastern gray squirrel (Sciurus carolinensis),6.0,3.0,2.0,0,3.0,2,The squirrel looked at us a couple of times so it was mostly vigilant. Then it ran and climbed a tree and was out of sight.,0,No,No,N/a,0.0,No,No,N/a,0.0,No,No,N/a,N/a
Gonzaga University,47.66737,-117.40158000000001,Core college campus,> 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Tuesday, September 7, 2021",2:50:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,4.0,0.0,0,2.0,5,,2,No,Yes,,3.0,No,Yes,,0.0,,,,
Gonzaga University,47.667759999999994,-117.40291,Core college campus,> 10m,< 3m,Within 15 meters of sidewalks,"Wednesday, September 8, 2021",2:51:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),1.0,8.0,4.0,0,3.0,0,,1,No,Yes,,1.0,Yes,Yes,Feeding squirrel,0.0,,,,
Gonzaga University,47.667365999999994,-117.403618,Core college campus,3 - 10m,0m,Within 15 meters of sidewalks,"Thursday, September 9, 2021",2:51:00 PM,Mostly sunny,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),15.0,0.0,0.0,0,0.0,1,Sitting on tree branch,0,No,No,,9.0,No,Yes,Walking on sidewalk,0.0,No,No,,
Gonzaga University,47.403999999999996,117.241,Core college campus,0 - 3m,< 3m,Within 15 meters of sidewalks,"Friday, September 10, 2021",2:51:00 PM,Partly cloudy,No,Gusty,Eastern gray squirrel (Sciurus carolinensis),1.0,0.0,2.0,3,1.0,4,,4,No,Yes,,3.0,No,Yes,,0.0,,,,
Gonzaga University,47.66817,-117.40123999999999,Core college campus,0 - 3m,< 3m,Within 15 meters of sidewalks,"Saturday, September 11, 2021",2:52:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,2.0,8.0,0,2.0,2,,0,No,No,,0.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.6678,-117.4035,Core college campus,> 10m,3 - 15m,Within 15 meters of paved road,"Sunday, September 12, 2021",2:52:00 PM,Partly cloudy,No,Light breeze,Western gray squirrel (Sciuris griseus),1.0,5.0,1.0,0,6.0,3,,0,,,,2.0,,,,0.0,,,,
Gonzaga University,47.66737,-117.40258,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Monday, September 13, 2021",2:53:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),5.0,4.0,7.0,0,0.0,0,,1,Yes,Yes,,3.0,No,No,,0.0,No,No,,
Gonzaga University,47.66835,-117.40177,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Tuesday, September 14, 2021",2:55:00 PM,Mostly cloudy,No,None,Eastern gray squirrel (Sciurus carolinensis),1.0,10.0,0.0,2,3.0,0,"Squirrel interacted with another of its species initially, then spent the rest of the time foraging and running around, only stopping in a vigilant pose at the 3 minute mark for a moment. ",1,Yes,Yes,"The two squirrels seemed to pay little to not attention to each other, both continued on their ways foraging. ",4.0,No,Yes,"Multiple people walked by along the path, with no response from the squirrel.",0.0,,,,
Gonzaga University,47.668,-117.4,Core college campus,3 - 10m,3 - 15m,Within 15 meters of sidewalks,"Wednesday, September 15, 2021",2:55:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),1.0,5.0,4.0,0,2.0,4,,0,,,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.66695,-117.40292,Core college campus,> 10m,0m,Within 15 meters of buildings,"Thursday, September 16, 2021",2:57:00 PM,Partly cloudy,No,Steady breeze,Western gray squirrel (Sciuris griseus),3.0,10.0,0.0,3,0.0,0,,0,No,No,,0.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.66695,-117.40292,Core college campus,> 10m,0m,Within 15 meters of buildings,"Friday, September 17, 2021",2:57:00 PM,Partly cloudy,No,Steady breeze,Western gray squirrel (Sciuris griseus),3.0,10.0,0.0,3,0.0,0,,0,No,No,,0.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.6677,-117.4029,Core college campus,> 10m,0m,Within 15 meters of buildings,"Saturday, September 18, 2021",2:57:00 PM,Partly cloudy,No,Steady breeze,Western gray squirrel (Sciuris griseus),3.0,10.0,0.0,3,0.0,0,,0,No,No,,0.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.6679,-117.40257,Core college campus,0 - 3m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Sunday, September 19, 2021",2:57:00 PM,Partly cloudy,No,None,Eastern gray squirrel (Sciurus carolinensis),0.0,10.0,2.0,4,0.0,0,,1,Yes,Yes,,0.0,No,Yes,,0.0,"No, NA",No,,
Gonzaga University,47.6677,-117.4029,Core college campus,> 10m,0m,Within 15 meters of buildings,"Monday, September 20, 2021",2:57:00 PM,Partly cloudy,No,Steady breeze,Western gray squirrel (Sciuris griseus),0.0,15.0,0.0,0,1.0,0,,0,No,No,,0.0,No,Yes,,0.0,No,,,
Gonzaga University,47.6674,-117.4042,Core college campus,> 10m,0m,Within 15 meters of buildings,"Tuesday, September 21, 2021",2:57:00 PM,Partly cloudy,No,Steady breeze,Western gray squirrel (Sciuris griseus),3.0,4.0,0.0,0,1.0,8,,0,,,,0.0,,,,0.0,,,,
Gonzaga,47.6677,-117.4029,Core college campus,> 10m,,Within 15 meters of buildings,"Wednesday, September 22, 2021",2:57:00 PM,Partly cloudy,No,Steady breeze,Western gray squirrel (Sciuris griseus),5.0,11.0,0.0,0,0.0,0,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.66772,-117.40194,Core college campus,0 - 3m,3 - 15m,Within 15 meters of sidewalks,"Thursday, September 23, 2021",2:59:00 PM,Mostly sunny,No,Light breeze,Western gray squirrel (Sciuris griseus),4.0,2.0,6.0,0,0.0,0,,0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.667429999999996,-117.40421,Core college campus,> 10m,< 3m,"Natural area, off trail, Natural area, on trail, Within 15 meters of sidewalks, Within 15 meters of dirt/gravel road, Within 15 meters of paved road, Within 15 meters of buildings","Friday, September 24, 2021",3:00:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,4.0,0.0,0,1.0,8,squirrel climed tree then jumoed on roof so we lost sight of them,0,No,Yes,mostly just birds that fly or forage around them,5.0,No,Yes,its on a college campus so people just walk by and ignore them,1.0,No,Yes,"people were walking their dog near the observation, but no interaction took place","there is a river that runs near campus that is home to geese, storks and other animals"
Gonzaga University,47.668393,-117.40074299999999,Core college campus,3 - 10m,0m,Within 15 meters of buildings,"Saturday, September 25, 2021",3:00:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,3.0,0.0,0,2.0,11,Eating and resting in tree until unable to see in a different tree,0,No,No,,3.0,No,Yes,,0.0,No,No,,
Gonzaga,47.66752,-117.39918999999999,Core college campus,0 - 3m,0m,Within 15 meters of buildings,"Sunday, September 26, 2021",3:00:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,5.0,2.0,0,6.0,1,,1,No,No,,0.0,,,,0.0,,,,
Gonzaga,47.66752,-117.39918999999999,Core college campus,0 - 3m,0m,Within 15 meters of buildings,"Monday, September 27, 2021",3:00:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,5.0,2.0,0,6.0,1,,1,No,No,,0.0,,,,0.0,,,,
Gonzaga University,47.66762,-117.4024,Core college campus,> 10m,< 3m,Within 15 meters of buildings,"Tuesday, September 28, 2021",3:00:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),4.0,3.0,8.0,0,1.0,0,,4,"Yes, No",Yes,,4.0,"Yes, No",Yes,,0.0,,,,
Gonzaga University,47.66746,-117.40373000000001,Core college campus,> 10m,15 - 30m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Wednesday, September 29, 2021",3:00:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,3.0,0.0,1,2.0,8,,2,,Yes,was a bird sitting in grass and then a dog walking on sidewalk,10.0,No,Yes,others observing squirrels and a few other students walking around to class,1.0,No,Yes,behaving and walking down sidewalk,bird in grass sitting less than 15 m away from squirrel in tree
Gonzaga University,47.6679,-117.4033,Core college campus,3 - 10m,3 - 15m,"Natural area, off trail, Within 15 meters of paved road, Within 15 meters of buildings","Thursday, September 30, 2021",3:01:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),5.0,6.0,4.0,0,1.0,0,,1,No,Yes,No reaction,6.0,No,Yes,No reaction,0.0,No,No,,
Gonzaga University,47.667359999999995,-117.40425,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Friday, October 1, 2021",3:02:00 PM,Mostly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),6.0,1.0,3.0,0,5.0,1,,1,No,Yes,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.6674,-117.4034,Core college campus,0 - 3m,0m,Within 15 meters of buildings,"Saturday, October 2, 2021",3:04:00 PM,Mostly sunny,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,5.0,0.0,0,1.0,8,,1,No,Yes,No reaction,40.0,No,Yes,No reaction,0.0,,,N/a,
Gonzaga University,47.66832,-117.4037,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Sunday, October 3, 2021",3:05:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),14.0,1.0,0.0,0,1.0,0,,0,,,,8.0,No,Yes,Talking and walking,0.0,"No, NA",No,,
Gonzaga University,47.6679,-117.40236999999999,Core college campus,0 - 3m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Monday, October 4, 2021",3:05:00 PM,Partly cloudy,No,None,Eastern gray squirrel (Sciurus carolinensis),5.0,6.0,1.0,4,0.0,0,,1,Yes,Yes,,1.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.66762,-117.40246,Core college campus,> 10m,< 3m,Within 15 meters of buildings,"Tuesday, October 5, 2021",3:05:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),4.0,8.0,1.0,0,3.0,0,,2,No,Yes,,4.0,No,Yes,,0.0,,,,
Gonzaga University,47.66827,-117.40051000000001,Core college campus,0 - 3m,0m,Within 15 meters of sidewalks,"Wednesday, October 6, 2021",3:07:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),12.0,1.0,0.0,1,2.0,0,,0,No,No,,0.0,No,Yes,,1.0,No,Yes,,
Gonzaga University,47.668209999999995,-117.40073000000001,Core college campus,3 - 10m,3 - 15m,Within 15 meters of buildings,"Thursday, October 7, 2021",3:08:00 PM,Partly cloudy,No,Steady breeze,Western gray squirrel (Sciuris griseus),8.0,0.0,6.0,0,0.0,0,,0,No,No,,3.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.66832,-117.4037,Core college campus,> 10m,0m,Within 15 meters of sidewalks,"Friday, October 8, 2021",3:09:00 PM,Mostly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),6.0,2.0,4.0,0,2.0,2,,0,,,,0.0,No,Yes,,0.0,,,,
Gonzaga University,47.66734,-117.40423,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Saturday, October 9, 2021",3:09:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),16.0,0.0,0.0,0,0.0,0,,1,No,Yes,,2.0,No,No,,0.0,No,No,,
Gonzaga University,47.66793,-117.40256000000001,Core college campus,0 - 3m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Sunday, October 10, 2021",3:10:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),7.0,2.0,6.0,1,0.0,0,,3,Yes,Yes,,6.0,Yes,Yes,"One human threw a piece of unidentified food (best guess would say a nut of some sort) at the focal animal, who then ran a few meters away to a nearby tree and ate the food while standing with a vigilant posture. ",0.0,,,,
Gonzaga University,47.6674,-117.4034,Core college campus,0 - 3m,0m,Within 15 meters of buildings,"Monday, October 11, 2021",3:10:00 PM,Mostly sunny,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),7.0,1.0,0.0,0,2.0,6,,0,,,,20.0,No,Yes,No reaction,0.0,,,,
Gonzaga University,47.667790000000004,-117.40258,Core college campus,0 - 3m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Tuesday, October 12, 2021",3:10:00 PM,Partly cloudy,No,None,Eastern gray squirrel (Sciurus carolinensis),5.0,5.0,1.0,5,0.0,0,Social interaction with another squirrel,1,Yes,Yes,Squirrels directly interacted; chased each other; social behavior,0.0,,,,0.0,,,,
Gonzaga University,47.668620000000004,-117.40146999999999,Core college campus,3 - 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of dirt/gravel road, Within 15 meters of paved road, Within 15 meters of buildings","Wednesday, October 13, 2021",3:12:00 PM,Partly cloudy,No,Light breeze,Western gray squirrel (Sciuris griseus),0.0,4.0,0.0,0,8.0,4,None,0,,,,6.0,No,Yes,,0.0,,,,None
Gonzaga University,47.66832,-117.4037,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Thursday, October 14, 2021",3:15:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),16.0,0.0,0.0,0,0.0,0,"Squirrel did not move for entire time, scanning area",0,No,No,,15.0,No,Yes,People were walking near and loud,0.0,"No, NA",,,
Gonzaga University,47.66735,-117.40423999999999,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of paved road","Friday, October 15, 2021",3:15:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,1.0,0.0,0,4.0,9,Squirrel was hidden in tree for a lot of the time.,1,No,Yes,In the tree but no social interaction.,25.0,No,No,"About 25 students walking by, but they were not close (over 15 m)",0.0,,,,
Gonzaga University,47.66722,-117.400236,Core college campus,0 - 3m,0m,Within 15 meters of buildings,"Saturday, October 16, 2021",3:15:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,7.0,0.0,0,9.0,0,running from tree to tree while also looking for food in the grass,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.66734,-117.40423,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Sunday, October 17, 2021",3:15:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),7.0,0.0,0.0,0,9.0,0,,1,No,Yes,,0.0,No,Yes,,0.0,,,,
Gonzaga University,47.66734,-117.40423,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Monday, October 18, 2021",3:15:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),7.0,0.0,0.0,0,9.0,0,,1,No,Yes,,0.0,No,Yes,,0.0,,,,
Gonzaga University,47.66768,-117.40366999999999,Core college campus,3 - 10m,3 - 15m,Within 15 meters of sidewalks,"Tuesday, October 19, 2021",3:15:00 PM,Partly cloudy,No,None,Eastern gray squirrel (Sciurus carolinensis),9.0,6.0,1.0,0,0.0,0,,0,No,No,,15.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.66837,-117.40351000000001,Core college campus,0 - 3m,15 - 30m,Within 15 meters of sidewalks,"Wednesday, October 20, 2021",3:15:00 PM,Partly cloudy,No,Steady breeze,Western gray squirrel (Sciuris griseus),10.0,0.0,0.0,0,0.0,2,,0,No,No,,1.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.66734,-117.40423,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Thursday, October 21, 2021",3:15:00 PM,Overcast,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),7.0,0.0,0.0,0,9.0,0,,1,No,Yes,,0.0,No,Yes,,0.0,,,,
